name,owners,types,opening_hours_tuesday,rating,disqualification_reason,phone_number,email,is_qualifed,latitude,longitude,place_id
Troja Grill,,['restaurant'],,5 (rated 3 times),,,,true,52.51232,13.47851,f1083c20-769d-4e78-ae08-689f7821c24f
Balkan Bar,,['bar'],Open 24 hours,4.9 (rated 8 times),,03092369170,,true,52.51261,13.49785,ccb1203d-1658-435c-962c-2bda5b0faf2b
Café Vernunft,,['cafe'],9:00 AM – 5:00 PM,4.4 (rated 46 times),,03037430795,,true,52.51481,13.48640,dfae0280-c0ec-4a18-9e51-a1b5214242bb
Studentenclub Coppicabana,,['bar'],Closed,3.8 (rated 14 times),,,,true,52.50829,13.48225,90c10a61-4b3d-4ef4-bdb7-7633c943d046
Marzi's Backshop,,"['bakery', 'store']",7:00 AM – 4:00 PM,5 (rated 1 times),,,,true,52.51621,13.49536,a05a84f2-631f-4ba1-ab3c-10777c3dc3a3
Payamlino Bistro,,['restaurant'],Open 24 hours,3.9 (rated 28 times),,017632845244,,true,52.51203,13.49691,9bb3d575-2df3-4fbe-a10e-70ea00fd2861
Duc Anh Quan,,['restaurant'],Closed,4 (rated 148 times),,03053217480,,true,52.52762,13.48846,f0c84ac0-a157-4c57-81dd-b6a5aea46b49
Sushikoo,Cem Akbay,['restaurant'],11:00 AM – 11:00 PM,4.9 (rated 14 times),,03066628366,cemakbay@gmx.de,true,52.52327,13.48943,e1c07262-42f8-46ff-ac1c-0b9ac5b97908
Epirus,,['restaurant'],11:30 AM – 11:00 PM,4.1 (rated 342 times),,03057795070,,true,52.52178,13.48652,c3af98e9-e11f-4131-9d8e-fdb416af5f0e
Döner Lichtenberg,,['restaurant'],10:00 AM – 10:00 PM,3.4 (rated 12 times),unsupported_place_type,,,false,52.51209,13.49682,755851b2-e1fd-4c0f-8685-7596f59b519e
Bioladen NaturPur,Korinna Groschupp,"['restaurant', 'grocery_or_supermarket', 'store']",10:00 AM – 7:00 PM,4.9 (rated 18 times),,03042088668,nfAb18@gmail.com,true,52.51204,13.49523,bdea650f-dd56-4fd2-b851-f8634448eba1
Cafe-Snack-banhmyvietnam,,['cafe'],Closed,5 (rated 1 times),,,,true,52.52668,13.49070,14c828ad-786c-49e7-8577-ee22a153e0ad
Sultan Bar,,['bar'],,4.3 (rated 10 times),,03041938060,,true,52.51212,13.49875,d68cc879-1087-4812-ba9c-d0645f58199e
Bambus Bistro,,['restaurant'],"11:00 AM – 3:00 PM, 5:00 – 9:30 PM",4.1 (rated 11 times),,03065839063,,true,52.51207,13.49833,29e646ee-f165-42e0-9858-c9ea270cbde8
Dong Xuan Quan,,['restaurant'],Closed,4.2 (rated 9 times),,,,true,52.52769,13.49043,4085ced2-2dab-444a-8249-e4ced0abb081
Gasthaus Siegfriedshof Gaststätte,Horst Urban,['restaurant'],11:30 AM – 10:00 PM,4.5 (rated 229 times),,03055154690,,true,52.51467,13.49753,d6581c26-0d6b-4fbb-9f66-a44f76adbcae
Yoko Sushi Lichtenberg,,['restaurant'],,,chain,03028038387,,false,52.51227,13.49538,34bc006e-f51f-4a8e-a229-5707652607ff
Kebap House,,['restaurant'],,5 (rated 1 times),,,,true,52.51239,13.49794,b35f9af5-7c83-4f74-8324-0d6bdbf49e52
"""Zum Aga""",,['bar'],,3.8 (rated 8 times),,,,true,52.51386,13.49793,f8045f16-2c11-446f-b269-f8a1ec747c74
Heißer Wolf Restaurant,Stephan Banderob,['restaurant'],7:00 AM – 8:00 PM,2.5 (rated 8 times),,03057795755,info@wolf-wurst.de,true,52.51452,13.47680,b8d31fce-10ae-4793-8f6e-0f3c925bc2c1
Vina Food,,['restaurant'],,,,03055494551,,true,52.52650,13.48822,a4d5006d-9c1f-4c89-85c3-deca71937b9f
Darts,,['bar'],,,,,,true,52.53218,13.50249,d379569f-59d2-4abd-8170-9e9f6c5b7c11
THÀNH KOCH,,['restaurant'],11:00 AM – 12:00 AM,4 (rated 92 times),,,,true,52.52652,13.49836,ab75e6cb-a97f-42a6-b40b-55f33e42a3de
Asia Food Anh Minh,,['restaurant'],10:00 AM – 8:00 PM,3.9 (rated 16 times),,03047017516,,true,52.51248,13.48903,802c2cb1-2263-439c-9c9f-6a3c9b46198c
Löwenzahn Dienstleistungs GmbH,Marco Stahl & Thomas Metze,['meal_delivery'],,3.9 (rated 12 times),,030473907720,,true,52.52649,13.50314,8b44c840-bfe3-4fe7-bb4d-6e9ff113eca5
Die Paula,,['restaurant'],,,,,,true,52.51464,13.49743,485b432a-2320-4dde-b95d-ee260c97da16
Bäckerei und Konditorei Frank Plötner,,"['bakery', 'store']",7:30 AM – 6:00 PM,4.5 (rated 35 times),,0305509268,,true,52.52155,13.49661,b0a8d468-3225-415d-8334-cefe5fa4391c
Tandoor Haus,,['restaurant'],Closed,4.3 (rated 61 times),,03080102422,,true,52.53095,13.49121,53ae6992-4eca-4c53-8ce4-551104ecf089
Asia Imbiss,,['restaurant'],,3 (rated 6 times),,,,true,52.50834,13.48284,019e52f9-c58d-4ab2-a29b-84a5b0a32720
Eiskaffee Winkel's,,['cafe'],9:00 AM – 10:00 PM,3.6 (rated 13 times),,03052698458,,true,52.51441,13.49492,a38c0ffc-0ff8-4966-a280-a9c9529c048d
China Restaurant,,['restaurant'],1:00 – 10:00 PM,5 (rated 1 times),,,,true,52.52642,13.48865,825e7b84-d879-4013-b5ac-f9e83dbd8ca3
La Cafeteria,,['restaurant'],7:30 AM – 2:30 PM,5 (rated 1 times),,01637431745,,true,52.51631,13.49230,91474f73-0e07-4ef9-963b-4f0b8dc84810
BAMIBACU,,['restaurant'],Closed,,,,,true,52.52821,13.48982,1367f3bb-6461-42e3-9ced-b8df0bd43163
Bäckerei Feihl,,"['bakery', 'store']",7:00 AM – 8:00 PM,3 (rated 2 times),chain,,info@feihl-berlin.de,false,52.51040,13.49175,ad7b9617-e072-4849-b698-af36156694a0
Airstream Catering Lounge,Daniel Eggert,['restaurant'],11:00 AM – 4:00 PM,5 (rated 11 times),,03045306430,info@airstream-catering.de,true,52.52603,13.49875,962d4ca7-4e26-497d-b96b-fe3f134638bd
Balkanbar-Cocktailbar-Shiahabar,,['bar'],Open 24 hours,5 (rated 1 times),,03092369170,,true,52.51181,13.49792,fbbe8ef3-da39-44e6-9306-3417953815fa
East Moon II,,['restaurant'],11:00 AM – 10:30 PM,,,03065213506,,true,52.52684,13.49916,ee6e7795-adb8-4511-b7a9-a08aea1db0a6
Subway,,['restaurant'],9:00 AM – 9:00 PM,3.5 (rated 30 times),chain,03022494925,,false,52.51398,13.47553,4bd45f4f-6c4f-4367-9b02-c0cf5ac889dc
kiezküchen gastronomie & bildungszentrum alte mensa,,['restaurant'],11:00 AM – 3:30 PM,4.2 (rated 39 times),chain,030554403530,kiezkuechen@bildungsmarkt.de,false,52.51288,13.49258,1defd465-95d8-445b-87b8-6aa533d1fe52
DLIS Systemgastronomie GmbH,,"['cafe', 'store']",,,,03055152728,,true,52.51388,13.47674,9e636506-b2e5-44e7-8b38-493efbaddcdd
Eiscafé Roma Ringcenter II,Frank Schnieders,"['restaurant', 'cafe', 'store']",10:00 AM – 9:00 PM,3.5 (rated 14 times),,03056558333,kontakt@eiscafe-roma-berlin.de,true,52.51447,13.47643,a399e12e-34fa-4807-9225-37a44663f580
City Food Burger Pizza Grill,,['restaurant'],9:00 AM – 4:00 AM,4.5 (rated 69 times),,03023369557,,true,52.51243,13.48997,977a1baf-f530-49a1-9b2a-cccd41a512ad
Mondial Back - Italienische Backwaren,,"['bakery', 'store']",,,,03042800591,,true,52.52829,13.49630,6299ceb1-5fa4-4d21-af51-d529c114e7ec
Thüringer Bratwurst Imbiss,,['restaurant'],Closed,3 (rated 2 times),,,,true,52.52739,13.49050,b4760346-425b-4a96-a535-30f4a4b45e6f
Coffee Fellows,Stefan Tewes,"['cafe', 'store', 'bakery']",9:00 AM – 9:00 PM,3.9 (rated 91 times),chain,03055152450,sybille.wossidlo@coffee-fellows.com,false,52.51421,13.47639,f92c3626-fe4c-4473-b011-a52e5839b338
"Euro-Asia Bistro ""Bonne""",,['restaurant'],10:00 AM – 9:00 PM,4.7 (rated 12 times),,03027017566,,true,52.51236,13.49186,eec3a6b6-5560-45eb-a770-009eea0af583
Asian Duc Anh,,['restaurant'],11:00 AM – 9:00 PM,4.3 (rated 15 times),,03057796011,,true,52.51212,13.49847,47c95397-e8bc-4446-8aa5-dc2d83ab345e
Back und Snack,,['cafe'],5:00 AM – 5:30 PM,4.4 (rated 101 times),,017624825104,,true,52.51204,13.49728,3e484505-c276-4115-adb4-b4b1686c3f72
will be better tomorrow,Emil Gililov & Kosher Express UG,['bar'],6:00 PM – 12:00 AM,4.5 (rated 112 times),,03012027718,info@morgenwirdbesser.ber,true,52.51369,13.49974,e0a6f0c1-dcea-47f0-a5e9-51855b72ce45
Cafe Pinut Berlin,Thomas Steigüber,['cafe'],10:00 AM – 6:00 PM,5 (rated 2 times),,03098353951,info@cafepinut.de,true,52.51461,13.49081,82e089c0-b9fe-4c2f-a13d-af70888d52e0
The Grand Balls Room,,['bar'],Closed,4 (rated 2 times),,,,true,52.50741,13.48164,ec3c2b63-33c0-42ae-b810-7e7d4d88f0a5
Cafe Galaxy,,"['cafe', 'bar']",Open 24 hours,3.3 (rated 19 times),,0305579521,,true,52.51218,13.49247,bae53b94-2a0b-4cbd-a503-406e3dab69ed
Banh Xeo Hanoi,,['restaurant'],,5 (rated 1 times),,,,true,52.52820,13.48981,e6a6ff6f-0050-4828-ac09-96f4a3ab4b43
Kinh Do Restaurant,,['restaurant'],Closed,,,,http://chef@vamtam.com,true,52.52820,13.48981,f54617fa-caa3-4945-919d-474f32d421b8
nam định quán Euro-Asia Restaurant,,['restaurant'],Closed,4.1 (rated 16 times),,030868686,,true,52.52852,13.48843,458838c7-cb1c-4af7-ab45-66072068d6c5
45 ° cocktail & Shishabar Branch 1,,"['cafe', 'night_club', 'bar']",7:00 AM – 6:00 AM,3.6 (rated 28 times),,,,true,52.51173,13.49793,6431c91f-a453-4114-8c7f-83d822cc7e5b
George Hot Dog & Currywurst,,['restaurant'],11:00 AM – 10:00 PM,3.3 (rated 15 times),,015129458670,,true,52.51206,13.49712,7fbbbf4e-072b-42c7-a688-b4e4aa2177e5
Pizza-Bistro,,['restaurant'],11:00 AM – 10:00 PM,4.1 (rated 23 times),,0305592446,,true,52.51689,13.47946,912a6887-7257-4307-9ddd-a3a5f26de4b0
Ideal Back,Meksude Onat,"['', 'bakery', 'store']",6:00 AM – 8:00 PM,4.7 (rated 15 times),,03060930826,,true,52.51563,13.47836,418514ce-ce66-4517-a434-747d0b966d3d
Schlauch,,['bar'],Closed,4.4 (rated 49 times),,,,true,52.52324,13.47676,0fba1b5e-0a82-4d21-b8d8-f6cc68da8fa4
Alena Shop,,"['bakery', 'bar', 'store', 'liquor_store']",9:00 AM – 12:30 AM,,unsupported_place_type,015774354815,,false,52.51539,13.47816,0df4dbbc-8f59-420d-b8f7-b39ee8bf7045
Beste WG an der Paco Allee,,"['cafe', 'store']",Open 24 hours,5 (rated 2 times),,,,true,52.51585,13.47650,c482b548-02d6-485e-8eec-e252511bc464
Normannenhütte,,['bar'],3:00 – 10:30 PM,4.2 (rated 13 times),,03027699110,,true,52.51633,13.48194,bf34ce29-3c6c-44d0-8975-2af3de52238b
An Dem Vietnamese Restaurant,,['restaurant'],5:00 PM – 4:00 AM,3.3 (rated 53 times),,01738546149,,true,52.51700,13.47958,c92f66ee-1f42-4af9-a505-10d326de0257
Bäckerei Konditorei Linde,,"['bakery', 'store', 'cafe']",6:00 AM – 6:00 PM,3.6 (rated 27 times),,0305542303,,true,52.52469,13.48002,2e3f6bea-87fd-4c98-af94-107e895c6107
Bäckerei Hannemann,,"['bakery', 'store']",6:00 AM – 6:00 PM,4.7 (rated 35 times),,0305503918,,true,52.51635,13.48087,406dbefe-bfcf-484c-bf3c-f9574d3958ce
bodnar,Ilona Bodnar,"['restaurant', 'psychotherapie', 'und', 'psychoanalyse']",,,,,,true,52.51608,13.48117,7767f026-f7e1-4a70-83c0-0b2edad01f9c
"Sportsbar ""Highlight""",,['bar'],,4 (rated 2 times),,,,true,52.52806,13.48137,2c9f1321-3257-4c70-9553-1d2ecdcf4655
cuccis,Norbert von Allwörden,"['bakery', 'store', 'cafe']",,5 (rated 1 times),chain,,info@cuccis-gmbh.de,false,52.51368,13.47637,cc90c16c-e280-4220-8f78-d65515b2ba4c
Squash House Berlin,Daniel Mau.,"['spa', 'bowling_alley', 'store', 'health', 'bar', '03']",10:00 AM – 12:00 AM,4.2 (rated 272 times),,0305597727,info@squash-house.de,true,52.52441,13.48639,de9ee442-1124-4ac7-b127-35ea0a5c1772
Reisschale,,['restaurant'],11:00 AM – 10:00 PM,4.6 (rated 258 times),,03055497927,,true,52.51602,13.48163,0e7413d4-524d-4579-accd-5593115d5193
Jenne,,['restaurant'],,5 (rated 3 times),,,,true,52.52332,13.48058,e44b0902-3c64-4846-84ba-cb20c85aa13c
Alany A Bistro,,['restaurant'],Open 24 hours,4 (rated 23 times),,03055492289,,true,52.52316,13.48125,7a519f51-1a00-4de7-970b-aa9f0b9b5009
Gasthaus Parkblick,,['restaurant'],,4.2 (rated 18 times),,015127002447,,true,52.51674,13.47854,8a0bf053-06b6-4340-86ea-db2c814fd3c9
MAC'S DELUXE - Döner-Imbiss,,['restaurant'],10:00 AM – 10:00 PM,4.3 (rated 50 times),unsupported_place_type,,,false,52.52759,13.48021,793fe5e4-d000-4dd6-a832-a7b31088dcf4
Mollenfriedhof,,['bar'],11:00 AM – 12:00 AM,4.6 (rated 28 times),,03033023660,,true,52.52053,13.47882,2bd22cf2-9048-4f02-bf83-032123c3acec
Il Mondo,Saubi Limani & Murat Murati Ristorante,"['restaurant', '']",11:30 AM – 12:00 AM,4.5 (rated 398 times),,0305578827,,true,52.51435,13.48203,94273e8e-4ed3-4644-87b3-898971e3535a
Chico´s Chicken Truck,,['restaurant'],,,,03031018517,,true,52.51634,13.47799,a50d3653-66b7-4577-aaae-ae9ca7986cf6
LibeRo e.V.,Tobias Krüger & LibeRo e. V.,['cafe'],,5 (rated 1 times),unsupported_legal_entity_type,03055493849,,false,52.51671,13.47597,c090f4e0-afce-4af5-a452-3bb6368b22b4
Bistro Kristall,,['restaurant'],9:00 AM – 3:00 AM,4.2 (rated 10 times),,,,true,52.51626,13.47886,7dcc9065-7c62-4ab6-8398-89375ddf5280
Cafe Bonjour,,['cafe'],6:00 AM – 6:00 PM,4.7 (rated 94 times),,,,true,52.51622,13.48251,2adb1f3c-bd4f-442a-921d-b5185c776302
Aastha Restaurant,,['restaurant'],12:00 – 11:30 PM,3.9 (rated 124 times),,03085765568,,true,52.51692,13.47921,d5aa6794-6f97-4b2d-86f7-9c41c9a97f4c
Rossini Quattro,,['restaurant'],11:00 AM – 12:00 AM,4.2 (rated 181 times),chain,03055757273,,false,52.51323,13.48189,be85279a-bfa9-433e-b0ab-d67db77ff15b
Café Mila,,['cafe'],Open 24 hours,4.2 (rated 6 times),,,,true,52.52330,13.47888,2865d4c0-eb4c-4e8b-8cdc-4825a6f8f73e
Fahrbarer Mittagstisch der Volkssolidarität Berlin,Regionale Begegnungszentren,['meal_delivery'],,5 (rated 5 times),,030403661111,,true,52.52241,13.47692,278b131f-bfe1-4614-bac9-a880d2bee78d
Làng Vân - Vietnamesisches Restaurant,,['restaurant'],11:00 AM – 11:30 PM,4.2 (rated 10 times),,015257261298,,true,52.52424,13.48086,c4d7c88a-15ca-4d79-899a-127bfec02372
Cafe-Haus Madlen GbR,Uwe Krabbe & Bezeichnungen u. Logos & Simone Steudel & Gerhard Steudel,"['cafe', 'store']",10:00 AM – 7:00 PM,4.1 (rated 79 times),chain,03097602397,info@kaffeehaus-madlen.de,false,52.52685,13.47826,1c9f68ef-1c0e-4af5-b746-75cce6242b58
Coco Bar GmbH,,['bar'],,4.5 (rated 25 times),,,,true,52.52872,13.47188,db365790-6950-4b29-aaa3-9a226ea2391b
Plötners Café,,"['cafe', 'destille']",9:00 AM – 6:00 PM,4.4 (rated 245 times),,03097604764,,true,52.52930,13.47068,303f0f78-4e06-4710-8cc8-727bc7e28dfb
"Café Casino 21, Orhan Yildirim",,['cafe'],8:00 AM – 11:00 PM,4.4 (rated 14 times),,,,true,52.52916,13.47004,ff4b6194-5421-4471-b40f-0f20623b4428
Jürgen Schaaf,,"['bakery', 'store']",,,,0309757676,,true,52.52875,13.46447,f431746f-69c7-47cf-bc12-1d5686cc7aa9
Dildaar Indische Spezilitäten,,['restaurant'],11:00 AM – 12:00 AM,3.9 (rated 19 times),,03065001002,shops@pizza-taxi-24.de,true,52.53278,13.46884,21261383-4ce8-428a-bddb-462a1c97ead6
Mavericks,,['restaurant'],12:00 – 11:30 PM,3.8 (rated 76 times),,0304530532610,info@mavericks.berlin,true,52.52807,13.45712,5263737a-0614-4670-9b85-a2d81d31e5d9
Restaurant Max & Moritz Inh. Ceylan Ergün,,['restaurant'],Open 24 hours,3.8 (rated 24 times),,0309721268,,true,52.52687,13.47889,f8524c99-703f-4a74-b23c-73ac1d565b6c
Drey Fuss Gastronomieservice GmbH,,['restaurant'],,,,,,true,52.52732,13.47820,fc6f19a3-af03-4f74-a807-6af35515d24f
Skykitchen & Skybar,,['restaurant'],6:00 – 11:00 PM,4.7 (rated 171 times),,0304530532620,restaurant@skykitchen.berlin,true,52.52844,13.45707,d0cbe726-c83c-46e9-9bc4-d55c27309b95
Bistro Sonla,,['restaurant'],11:00 AM – 10:00 PM,4.5 (rated 54 times),,03097995372,,true,52.52487,13.46611,ebcd324f-b669-4c6c-a602-de81bb5d3a58
Mary Backshop Im Castello Inh. Mary Katzmarek,Mary Katzmarek,"['bakery', 'store']",6:00 AM – 6:00 PM,5 (rated 4 times),,03098607345,,true,52.53177,13.46921,579a1107-d136-4d49-b486-c4a7bc0424fc
Khoa-Bistro,,['restaurant'],11:30 AM – 10:30 PM,4.6 (rated 70 times),,03097898657,,true,52.52850,13.46592,01cac48d-bd2f-4032-938a-97fa2b5ba4b9
Cafe Mio Shisha,,['cafe'],,,,,,true,52.53319,13.46978,7f00cb27-7877-4580-ba89-10ce50055987
L.A. Towers,,['bar'],Open 24 hours,4.3 (rated 4 times),,,,true,52.53235,13.47105,f68dec03-ef59-4d3e-a9f4-06b9e3318b5d
Anh. Lê Trung Khoa,,['restaurant'],,,,03098607310,comd@comd.de,true,52.53312,13.47418,73d4085d-8fab-48af-bb28-67b2377bc016
Döner BOX,,['restaurant'],Open 24 hours,4.1 (rated 36 times),unsupported_place_type,,,false,52.53571,13.47351,071936d3-2c2b-443f-83e3-7feeade0e673
Lovely Sushi,,"['restaurant', 'bar']",12:00 – 10:00 PM,4.6 (rated 110 times),,03020621347,info@lovelysushi.de,true,52.52942,13.47264,483f36f4-3052-440a-9804-d6f1b88a2360
Rodi Bierbar,,['bar'],Open 24 hours,,,,,true,52.53512,13.46890,0e035cf6-a621-4ea7-b4b3-1b0ec60ff1e1
Coffeebar Mio Kristine Parildar,Kristine Parildar,"['', 'coffee', 'bar']",,,,,,true,52.53296,13.47143,04688d61-e4d2-4cb7-825e-fed4682e2fd2
Sportsbar Libero,Andreas Schulz,['bar'],3:00 PM – 12:00 AM,4.5 (rated 52 times),,03080927372,info@libero-sportsbar.de,true,52.52887,13.46413,dcc5993c-c290-4ae9-88c8-bd90276d8e52
Vienna House Andel’s Berlin,,"['restaurant', 'spa', 'bar', 'lodging']",Open 24 hours,4.4 (rated 3171 times),unsupported_place_type,0304530530,,false,52.52839,13.45702,271aceac-09cf-4356-a64d-67942fffd54e
Café Bonjour,,['cafe'],,,,,,true,52.52748,13.45773,4bcd07a1-263e-4bfe-8b41-c2a68f207730
Steinecke,Katrin Steinecke,"['bakery', 'store']",7:30 AM – 7:00 PM,3.2 (rated 12 times),chain,03027908704,,false,52.52715,13.47866,2110f9cb-0b62-4249-b3f7-1b5001ab7749
Rauch Bäckerei und Konditorei,,"['bakery', 'store']",6:30 AM – 6:00 PM,4.7 (rated 94 times),,0309704148,info@baeckerei-rauch.de,true,52.52875,13.46449,0904a610-218b-496f-9c19-8bd5ad2c3ab0
Rio Tanz und Cocktalbar,,['bar'],,4.5 (rated 17 times),,,,true,52.53243,13.46866,84fea1a1-240e-4251-99ea-0b4449cdbc23
Bäckerei Steinecke,Katrin Steinecke,['cafe'],7:00 AM – 8:00 PM,2 (rated 2 times),chain,03097604195,,false,52.52872,13.47082,f8f02eeb-582a-4d24-9514-5a0edf719ce0
Sakura,Choan-Yi Lai,['restaurant'],,3.9 (rated 96 times),,0309705429,,true,52.53011,13.46164,88f1d893-491f-437b-b282-7cdc1f9e473b
Anton Döner,,['restaurant'],9:00 AM – 12:00 AM,5 (rated 3 times),unsupported_place_type,015774441111,,false,52.52729,13.47235,f94934eb-01f7-42fb-846b-168e7ac2fa3a
Asia-Imbiss am Anton-Saefkow-Platz,,['restaurant'],10:00 AM – 8:00 PM,4.3 (rated 44 times),,015731852187,,true,52.52845,13.46934,7a03536f-e456-4613-a877-9bb1b855c4c5
Café Loco,,['cafe'],,,,,,true,52.53226,13.47109,84814213-89b5-4113-a673-089c95717649
Loft14,,['bar'],6:00 PM – 2:00 AM,4.3 (rated 423 times),,0304530532614,restaurant@skykitchen.berlin,true,52.52844,13.45707,576954d6-e5e4-43fd-a58d-f58d33a4abc9
Don Gelato Eiscreme,,['cafe'],,4.6 (rated 8 times),,,,true,52.52953,13.47113,48efd3dd-79e4-410b-ad0e-3c6014312072
Restaurant Avtaar indische Küche,,['restaurant'],11:00 AM – 11:00 PM,4.2 (rated 10 times),,03094708500,,true,52.52953,13.47158,494196bd-2379-42bb-bf3c-7ac00ef0dfc0
Rio Bar,,['cafe'],Open 24 hours,3.7 (rated 21 times),,,,true,52.52729,13.47235,dfccd602-4adf-4183-96bc-025ded80593d
Bäcker Feihl,,"['bakery', 'store']",6:30 AM – 7:00 PM,3.5 (rated 65 times),chain,03097603910,info@feihl-berlin.de,false,52.52464,13.46584,5bddb9fb-633c-49ac-b61b-7df089802ca6
TOTAL Tankstelle,,"['car_wash', 'gas_station', 'restaurant']",Open 24 hours,4.1 (rated 274 times),chain,0309720385,,false,52.52729,13.45803,341744b5-2908-4e00-b429-271853fb9cc4
Ristorante Marco Polo Due,Said Maarouf,['restaurant'],11:00 AM – 11:45 PM,3.8 (rated 408 times),,03098607701,,true,52.52996,13.47132,3d01ee02-4098-4483-b4f5-45abbed44405
Dönerladen,,['restaurant'],,4 (rated 11 times),unsupported_place_type,,,false,52.53108,13.47093,202fa5db-c1e3-48b8-93fe-449220875797
RODI Bierbar,,['bar'],Open 24 hours,4.2 (rated 25 times),,,,true,52.53531,13.46902,fa9bc32a-42a4-4430-8c43-501801f9d89c
Die Laube,,['restaurant'],Closed,4 (rated 117 times),,0309750424,,true,52.53701,13.46647,bd43888d-c8b3-40e0-9451-cb36ad017c5d
Cocos,,['restaurant'],9:30 AM – 8:00 PM,3.9 (rated 14 times),,03096248069,info@linden-center-berlin.de,true,52.56429,13.50572,c7601642-bf17-4d34-8ea0-03a1f937a5a1
Dolce Vita,,['restaurant'],2:00 – 10:00 PM,4.4 (rated 47 times),,01749336266,,true,52.57113,13.50004,d0295346-2bd6-4903-8b67-910cccd3e8ed
Tchibo,,"['home_goods_store', 'cafe', 'store', 'clothing_store']",9:30 AM – 8:00 PM,4.2 (rated 116 times),chain,,,false,52.56442,13.50535,bdb48531-0c8e-4e10-8350-2e3e0d857d87
Shop der Brezelbäckerei Ditsch GmbH,Geschäftsführer Sebastian Gooding,"['bakery', 'store']",9:00 AM – 8:00 PM,3 (rated 6 times),chain,03034353752,info@ditsch.de,false,52.56431,13.50501,cf454b02-37aa-4aa6-824f-ab2f5380818c
Saray Grill,,['restaurant'],9:30 AM – 8:00 PM,4.4 (rated 7 times),,03092094646,info@saray.de,true,52.56436,13.50609,aff3b0a3-593f-49b5-b3a1-d8e2b1fc76cc
Subway,,['restaurant'],9:30 AM – 8:00 PM,3.6 (rated 33 times),chain,03036444228,,false,52.56433,13.50595,97942159-6c5d-4420-9b81-d490050b27c5
Burger King Berlin,Denis Korabljov,['restaurant'],9:30 AM – 10:00 PM,3.1 (rated 201 times),chain,03096208460,sbg@schlossburger.de,false,52.56437,13.50486,dfc5fef2-fbb7-4224-a579-9402750c39d8
Kangaroo's Land Bowling Berlin,Maik Ruderisch,"['restaurant', 'bar', 'bowling_alley']",9:00 AM – 11:00 PM,3.9 (rated 469 times),,03098115070,info@kangaroos-land.de,true,52.56091,13.50016,8acd26a5-351c-4c07-90e7-27c81dae74c6
NORDSEE GmbH,,['restaurant'],9:30 AM – 8:00 PM,3.6 (rated 81 times),chain,03096200240,,false,52.56415,13.50568,2173c6af-37e9-43e6-ba63-575209ef0b9a
Gaststätte Barnimquell,,['restaurant'],12:00 – 11:00 PM,4.4 (rated 397 times),,0309293068,,true,52.56702,13.49956,36f32127-029a-47b8-b315-80b0facb562d
Mozzarella Casa Napolitana,Rajae Ezraidi,['restaurant'],6:00 PM – 5:00 AM,4 (rated 1 times),,03040391340,berlin-241067@hotmail.de,true,52.56998,13.49615,114884e2-f8d8-4d26-8b90-f565589c58b7
star Tankstelle,Waldemar Bogusch,"['gas_station', 'grocery_or_supermarket', 'store', 'car_wash', 'supermarket', 'restaurant']",6:00 AM – 10:00 PM,4.1 (rated 82 times),chain,03098696317,info@orlen-deutschland.de,false,52.55995,13.49622,a503c86b-5ca9-4052-b6a1-2562453d500a
Global Club 21,,"['night_club', 'bar']",4:00 AM – 3:00 AM,3.8 (rated 139 times),,03092409210,,true,52.56605,13.50941,aa927ce4-8db7-4137-8602-0224c458c39f
Mandy's Chicken Gemüse Döner,,['restaurant'],,,unsupported_place_type,,,false,52.56931,13.49631,8d28a364-9cdd-4989-b4a2-37392c99e739
Bao Feng,,['restaurant'],11:00 AM – 9:45 PM,4.3 (rated 134 times),,03092372184,,true,52.57287,13.49501,b5d6c209-80c0-4aef-ac91-b30eef5316e4
Bäckerei T. Wildschütz,,"['bakery', 'store']",6:00 AM – 7:00 PM,4.3 (rated 19 times),,,,true,52.57011,13.49583,01e14015-af13-4b21-a0f1-7ed842f20dd7
Alpenwirt-gastro GmbH,Holger Baaske,['restaurant'],,,,,,true,52.56688,13.49501,8f351e11-7ab1-44a0-a8ed-6c0959fdd61f
Thai-Nippon,,['restaurant'],9:30 AM – 8:00 PM,3.8 (rated 19 times),,01746165026,,true,52.56432,13.50588,550c01cd-bc17-46ed-9735-558280132763
Café Oranke,Roland Gottlewski & Heino Schmidt & Volker Stracke,['cafe'],7:00 AM – 8:00 PM,4.3 (rated 11 times),,,info@hielscher-friends.de,true,52.56078,13.49919,7513bcc8-1982-4797-b652-5238605e2eea
Pizzeria Yasmin & Aladin Bistro,Mehmet Firat,['restaurant'],11:00 AM – 10:45 PM,4 (rated 115 times),,03092045004,yasmine0808@icloud.com,true,52.56983,13.49664,28e92539-f446-402e-abf9-7320301fe4b3
Kiss Lounge,,['bar'],Open 24 hours,4.1 (rated 48 times),,015147077254,,true,52.56471,13.50491,4c7cfbb0-316a-4817-837a-01b22916ae0f
Mac’s Bistro,,['restaurant'],8:00 AM – 1:00 AM,4 (rated 50 times),,,,true,52.56147,13.49950,b73ae76b-3f1a-4851-88e9-e5e5aa4105f7
Pizzeria La Rosa,,['restaurant'],9:00 AM – 10:00 PM,4.1 (rated 79 times),,03092094582,,true,52.56443,13.50552,597586cf-07d1-4cbc-81ac-66db437756f3
Linden Grillhaus,,['restaurant'],Open 24 hours,4 (rated 53 times),,015732353089,,true,52.56467,13.50479,7660e7f8-b7a4-48ea-8286-b939d3ea9543
